## file created 06.Feb.2017 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 47481046  13  17   t   31       8          7              2      HO     4    70      4
 47481446  13  16   t   31       6          3              1      HO     5    70      4
 47481846  13  16   t   31       6          2              2      HO     6    70      4
 47481C46  13  16   t   31       6          1              1      HO     7    70      4
 47482046  13  15   t   31       4          8              2      HO     8    70      4
 47482446  13  15   t   31       4          7              1      HO     9    70      4
 47482846  13  15   t   31       4          6              2      HO    10    70      4
 47482C46  13  15   t   31       4          5              1      HO    11    70      4
 47483046  13  15   t   31       4          4              2      HO    12    70      4
 47483446  13  15   t   31       4          3              1      HO    13    70      4
 47483846  13  15   t   31       4          2              2      HO    14    70      4
 47483C46  13  15   t   31       4          1              1      HO    15    70      4
 4E240FC6   7  21   b   27      13          6              2     HOX    15    70   -999
 47480447   3   4   b   24       5          7              1      HO     1    71      4
 47480847   3   3   b   24       3          7              2      HO     2    71      4
 47480C47   3   4   b   24       5          7              0      HO     3    71      4
 47481047   3   4   b   24       5          7              2      HO     4    71      4
 4E240A47   3   3   b   24       3          6              2     HOX     4    71   -999
 47481447   3   3   b   24       3          3              1      HO     5    71      4
 47481847   3   3   b   24       3          2              2      HO     6    71      4
 47481C47   3   3   b   24       3          1              1      HO     7    71      4
 47482047   3   2   b   24       1          8              2      HO     8    71      4
 47482447   3   2   b   24       1          7              1      HO     9    71      4
 47482847   3   2   b   24       1          6              2      HO    10    71      4
 47482C47   3   2   b   24       1          5              1      HO    11    71      4
 47483047   3   2   b   24       1          4              2      HO    12    71      4
 47483447   3   2   b   24       1          3              1      HO    13    71      4
 47483847   3   2   b   24       1          2              2      HO    14    71      4
 47483C47   3   2   b   24       1          1              1      HO    15    71      4
 4E240FC7   6  21   t   29      12          2              2     HOX    15    71   -999
 47480448   3   4   b   24       5          6              0      HO     1    72      4
 47480848   3   3   b   24       3          6              1      HO     2    72      4
 47480C48   3   4   b   24       5          6              1      HO     3    72      4
