#file created 17.Jun.2016
#Writing HCAL Front End Map... IOV C
#      eta      phi    depth   subdet      rbx       rm
       -22       55        2       HE    HEM15        4
       -19       55        1       HE    HEM15        4
       -20       55        2       HE    HEM15        4
       -22       55        1       HE    HEM15        4
       -28       57        1       HE    HEM15        1
       -28       57        2       HE    HEM15        1
       -29       57        1       HE    HEM15        1
       -28       57        3       HE    HEM15        1
       -24       57        2       HE    HEM15        1
       -24       57        1       HE    HEM15        1
       -27       57        1       HE    HEM15        2
       -27       57        2       HE    HEM15        2
       -29       57        2       HE    HEM15        2
       -27       57        3       HE    HEM15        2
